timestamp,underlying_price,strike,dte,option_type,open_interest,volume,iv
2026-09-04 07:30:00,534.42,536.5,2.0,call,814,176,0.21197
2026-09-04 07:30:00,534.42,536.5,2.0,put,745,82,0.22194
2026-09-04 07:30:00,534.42,537.0,2.0,call,437,52,0.217
2026-09-04 07:30:00,534.42,537.0,2.0,put,278,64,0.22705
2026-09-04 07:30:00,534.42,537.5,2.0,call,106,15,0.22869
2026-09-04 07:30:00,534.42,537.5,2.0,put,111,17,0.23458
2026-09-04 07:30:00,534.42,538.0,2.0,call,94,13,0.22734
2026-09-04 07:30:00,534.42,538.0,2.0,put,109,8,0.23686
2026-09-04 07:30:00,534.42,538.5,2.0,call,25,4,0.2308
2026-09-04 07:30:00,534.42,538.5,2.0,put,35,4,0.24888
2026-09-04 07:30:00,534.42,539.0,2.0,call,25,4,0.23819
2026-09-04 07:30:00,534.42,539.0,2.0,put,25,4,0.24857
2026-09-04 07:35:00,534.38,529.0,2.0,call,25,2,0.2521
2026-09-04 07:35:00,534.38,529.0,2.0,put,25,5,0.25902
2026-09-04 07:35:00,534.38,529.5,2.0,call,56,5,0.23895
2026-09-04 07:35:00,534.38,529.5,2.0,put,102,24,0.25536
2026-09-04 07:35:00,534.38,530.0,2.0,call,25,5,0.23463
2026-09-04 07:35:00,534.38,530.0,2.0,put,100,13,0.24941
2026-09-04 07:35:00,534.38,530.5,2.0,call,25,5,0.22773
2026-09-04 07:35:00,534.38,530.5,2.0,put,150,22,0.24646
2026-09-04 07:35:00,534.38,531.0,2.0,call,128,26,0.22458
2026-09-04 07:35:00,534.38,531.0,2.0,put,101,17,0.24193
2026-09-04 07:35:00,534.38,531.5,2.0,call,258,32,0.21542
2026-09-04 07:35:00,534.38,531.5,2.0,put,262,23,0.22955
2026-09-04 07:35:00,534.38,532.0,2.0,call,412,29,0.21127
2026-09-04 07:35:00,534.38,532.0,2.0,put,672,109,0.22493
2026-09-04 07:35:00,534.38,532.5,2.0,call,626,145,0.20976
2026-09-04 07:35:00,534.38,532.5,2.0,put,769,131,0.2173
2026-09-04 07:35:00,534.38,533.0,2.0,call,866,111,0.20113
2026-09-04 07:35:00,534.38,533.0,2.0,put,870,164,0.21757
2026-09-04 07:35:00,534.38,533.5,2.0,call,1021,206,0.19546
2026-09-04 07:35:00,534.38,533.5,2.0,put,1179,264,0.20945
2026-09-04 07:35:00,534.38,534.0,2.0,call,1358,73,0.18963
2026-09-04 07:35:00,534.38,534.0,2.0,put,1681,143,0.20271
2026-09-04 07:35:00,534.38,534.5,2.0,call,1655,268,0.18929
2026-09-04 07:35:00,534.38,534.5,2.0,put,1762,95,0.20007
2026-09-04 07:35:00,534.38,535.0,2.0,call,1864,283,0.1952
2026-09-04 07:35:00,534.38,535.0,2.0,put,1778,295,0.2007
2026-09-04 07:35:00,534.38,535.5,2.0,call,1684,96,0.20106
2026-09-04 07:35:00,534.38,535.5,2.0,put,1755,372,0.207
2026-09-04 07:35:00,534.38,536.0,2.0,call,1091,120,0.20139
2026-09-04 07:35:00,534.38,536.0,2.0,put,1209,243,0.21151
2026-09-04 07:35:00,534.38,536.5,2.0,call,599,120,0.21057
2026-09-04 07:35:00,534.38,536.5,2.0,put,729,158,0.21986
2026-09-04 07:35:00,534.38,537.0,2.0,call,275,47,0.21352
2026-09-04 07:35:00,534.38,537.0,2.0,put,266,46,0.22826
2026-09-04 07:35:00,534.38,537.5,2.0,call,190,38,0.22047
2026-09-04 07:35:00,534.38,537.5,2.0,put,91,19,0.23503
2026-09-04 07:35:00,534.38,538.0,2.0,call,25,1,0.22946
2026-09-04 07:35:00,534.38,538.0,2.0,put,198,31,0.2431
2026-09-04 07:35:00,534.38,538.5,2.0,call,25,2,0.23009
2026-09-04 07:35:00,534.38,538.5,2.0,put,25,1,0.24619
2026-09-04 07:35:00,534.38,539.0,2.0,call,25,4,0.2439
2026-09-04 07:35:00,534.38,539.0,2.0,put,25,3,0.25036
2026-09-04 07:40:00,534.33,529.0,2.0,call,25,2,0.2469
2026-09-04 07:40:00,534.33,529.0,2.0,put,25,1,0.2611
2026-09-04 07:40:00,534.33,529.5,2.0,call,25,2,0.24635
2026-09-04 07:40:00,534.33,529.5,2.0,put,25,1,0.2548
2026-09-04 07:40:00,534.33,530.0,2.0,call,25,1,0.23862
2026-09-04 07:40:00,534.33,530.0,2.0,put,29,3,0.25049
2026-09-04 07:40:00,534.33,530.5,2.0,call,25,2,0.22715
2026-09-04 07:40:00,534.33,530.5,2.0,put,38,4,0.23899
2026-09-04 07:40:00,534.33,531.0,2.0,call,248,46,0.22357
2026-09-04 07:40:00,534.33,531.0,2.0,put,209,37,0.22912
2026-09-04 07:40:00,534.33,531.5,2.0,call,303,45,0.21921
2026-09-04 07:40:00,534.33,531.5,2.0,put,242,24,0.23043
2026-09-04 07:40:00,534.33,532.0,2.0,call,572,126,0.21294
2026-09-04 07:40:00,534.33,532.0,2.0,put,686,138,0.22379
2026-09-04 07:40:00,534.33,532.5,2.0,call,551,131,0.20985
2026-09-04 07:40:00,534.33,532.5,2.0,put,854,168,0.21929
2026-09-04 07:40:00,534.33,533.0,2.0,call,865,73,0.20035
2026-09-04 07:40:00,534.33,533.0,2.0,put,981,183,0.21463
2026-09-04 07:40:00,534.33,533.5,2.0,call,1074,139,0.19306
2026-09-04 07:40:00,534.33,533.5,2.0,put,1369,209,0.20716
2026-09-04 07:40:00,534.33,534.0,2.0,call,1378,257,0.18876
2026-09-04 07:40:00,534.33,534.0,2.0,put,1683,378,0.20028
2026-09-04 07:40:00,534.33,534.5,2.0,call,1693,329,0.18226
2026-09-04 07:40:00,534.33,534.5,2.0,put,1692,313,0.20169
2026-09-04 07:40:00,534.33,535.0,2.0,call,1754,128,0.18892
2026-09-04 07:40:00,534.33,535.0,2.0,put,1915,138,0.20685
2026-09-04 07:40:00,534.33,535.5,2.0,call,1565,210,0.19903
2026-09-04 07:40:00,534.33,535.5,2.0,put,1537,343,0.21709
2026-09-04 07:40:00,534.33,536.0,2.0,call,1168,73,0.20191
2026-09-04 07:40:00,534.33,536.0,2.0,put,1209,132,0.21372
2026-09-04 07:40:00,534.33,536.5,2.0,call,815,111,0.21428
2026-09-04 07:40:00,534.33,536.5,2.0,put,832,182,0.2247
2026-09-04 07:40:00,534.33,537.0,2.0,call,504,62,0.21526
2026-09-04 07:40:00,534.33,537.0,2.0,put,272,39,0.23348
2026-09-04 07:40:00,534.33,537.5,2.0,call,221,47,0.22047
2026-09-04 07:40:00,534.33,537.5,2.0,put,118,20,0.23442
2026-09-04 07:40:00,534.33,538.0,2.0,call,68,7,0.22814
2026-09-04 07:40:00,534.33,538.0,2.0,put,50,7,0.24079
2026-09-04 07:40:00,534.33,538.5,2.0,call,50,10,0.23682
2026-09-04 07:40:00,534.33,538.5,2.0,put,25,1,0.2482
2026-09-04 07:40:00,534.33,539.0,2.0,call,25,2,0.2436
2026-09-04 07:40:00,534.33,539.0,2.0,put,53,7,0.24791
2026-09-04 07:45:00,534.29,529.0,2.0,call,25,1,0.25039
2026-09-04 07:45:00,534.29,529.0,2.0,put,182,11,0.25814
2026-09-04 07:45:00,534.29,529.5,2.0,call,25,5,0.24195
2026-09-04 07:45:00,534.29,529.5,2.0,put,25,4,0.25103
2026-09-04 07:45:00,534.29,530.0,2.0,call,88,15,0.23973
2026-09-04 07:45:00,534.29,530.0,2.0,put,25,2,0.24808
2026-09-04 07:45:00,534.29,530.5,2.0,call,25,5,0.22658
2026-09-04 07:45:00,534.29,530.5,2.0,put,25,5,0.24191
2026-09-04 07:45:00,534.29,531.0,2.0,call,143,9,0.21928
2026-09-04 07:45:00,534.29,531.0,2.0,put,84,17,0.23766
2026-09-04 07:45:00,534.29,531.5,2.0,call,260,47,0.21911
2026-09-04 07:45:00,534.29,531.5,2.0,put,232,30,0.2329
2026-09-04 07:45:00,534.29,532.0,2.0,call,525,109,0.21652
2026-09-04 07:45:00,534.29,532.0,2.0,put,615,55,0.22333
2026-09-04 07:45:00,534.29,532.5,2.0,call,667,41,0.21409
2026-09-04 07:45:00,534.29,532.5,2.0,put,776,180,0.21654
2026-09-04 07:45:00,534.29,533.0,2.0,call,877,163,0.19933
2026-09-04 07:45:00,534.29,533.0,2.0,put,1075,71,0.2157
2026-09-04 07:45:00,534.29,533.5,2.0,call,1124,255,0.19298
2026-09-04 07:45:00,534.29,533.5,2.0,put,1229,208,0.20487
2026-09-04 07:45:00,534.29,534.0,2.0,call,1367,222,0.1854
2026-09-04 07:45:00,534.29,534.0,2.0,put,1535,333,0.20313
2026-09-04 07:45:00,534.29,534.5,2.0,call,1615,310,0.18557
2026-09-04 07:45:00,534.29,534.5,2.0,put,1654,336,0.19797
2026-09-04 07:45:00,534.29,535.0,2.0,call,1911,392,0.19468
2026-09-04 07:45:00,534.29,535.0,2.0,put,1790,227,0.20728
2026-09-04 07:45:00,534.29,535.5,2.0,call,1579,302,0.19938
2026-09-04 07:45:00,534.29,535.5,2.0,put,1514,293,0.21168
2026-09-04 07:45:00,534.29,536.0,2.0,call,1230,254,0.2054
2026-09-04 07:45:00,534.29,536.0,2.0,put,1042,207,0.21428
2026-09-04 07:45:00,534.29,536.5,2.0,call,578,32,0.21177
2026-09-04 07:45:00,534.29,536.5,2.0,put,782,125,0.22026
2026-09-04 07:45:00,534.29,537.0,2.0,call,301,53,0.21866
2026-09-04 07:45:00,534.29,537.0,2.0,put,296,25,0.23127
2026-09-04 07:45:00,534.29,537.5,2.0,call,93,12,0.22061
2026-09-04 07:45:00,534.29,537.5,2.0,put,61,7,0.2411
2026-09-04 07:45:00,534.29,538.0,2.0,call,28,6,0.22943
2026-09-04 07:45:00,534.29,538.0,2.0,put,61,13,0.24724
2026-09-04 07:45:00,534.29,538.5,2.0,call,25,1,0.23248
2026-09-04 07:45:00,534.29,538.5,2.0,put,25,3,0.24998
2026-09-04 07:45:00,534.29,539.0,2.0,call,25,3,0.24046
2026-09-04 07:45:00,534.29,539.0,2.0,put,100,12,0.2551
2026-09-04 07:50:00,534.25,529.0,2.0,call,25,2,0.24477
2026-09-04 07:50:00,534.25,529.0,2.0,put,25,1,0.25707
2026-09-04 07:50:00,534.25,529.5,2.0,call,98,13,0.24079
2026-09-04 07:50:00,534.25,529.5,2.0,put,25,2,0.25282
2026-09-04 07:50:00,534.25,530.0,2.0,call,25,4,0.23572
2026-09-04 07:50:00,534.25,530.0,2.0,put,25,3,0.24788
2026-09-04 07:50:00,534.25,530.5,2.0,call,133,30,0.22959
2026-09-04 07:50:00,534.25,530.5,2.0,put,25,2,0.24018
2026-09-04 07:50:00,534.25,531.0,2.0,call,76,14,0.22087
2026-09-04 07:50:00,534.25,531.0,2.0,put,196,14,0.23675
2026-09-04 07:50:00,534.25,531.5,2.0,call,275,39,0.21516
2026-09-04 07:50:00,534.25,531.5,2.0,put,312,52,0.2307
2026-09-04 07:50:00,534.25,532.0,2.0,call,497,57,0.2122
2026-09-04 07:50:00,534.25,532.0,2.0,put,463,66,0.22312
2026-09-04 07:50:00,534.25,532.5,2.0,call,551,94,0.20645
2026-09-04 07:50:00,534.25,532.5,2.0,put,788,65,0.21688
2026-09-04 07:50:00,534.25,533.0,2.0,call,813,44,0.19834
2026-09-04 07:50:00,534.25,533.0,2.0,put,1021,143,0.21271
2026-09-04 07:50:00,534.25,533.5,2.0,call,1133,114,0.19268
2026-09-04 07:50:00,534.25,533.5,2.0,put,1336,223,0.20738
2026-09-04 07:50:00,534.25,534.0,2.0,call,1465,300,0.18915
2026-09-04 07:50:00,534.25,534.0,2.0,put,1612,354,0.20191
2026-09-04 07:50:00,534.25,534.5,2.0,call,1766,310,0.18346
2026-09-04 07:50:00,534.25,534.5,2.0,put,1773,160,0.20303
2026-09-04 07:50:00,534.25,535.0,2.0,call,1819,130,0.19683
2026-09-04 07:50:00,534.25,535.0,2.0,put,1793,372,0.20713
2026-09-04 07:50:00,534.25,535.5,2.0,call,1468,244,0.1981
2026-09-04 07:50:00,534.25,535.5,2.0,put,1661,262,0.21281
2026-09-04 07:50:00,534.25,536.0,2.0,call,1261,143,0.20569
2026-09-04 07:50:00,534.25,536.0,2.0,put,1122,210,0.21592
2026-09-04 07:50:00,534.25,536.5,2.0,call,713,151,0.21233
2026-09-04 07:50:00,534.25,536.5,2.0,put,753,48,0.22383
2026-09-04 07:50:00,534.25,537.0,2.0,call,390,42,0.22121
2026-09-04 07:50:00,534.25,537.0,2.0,put,367,37,0.23109
2026-09-04 07:50:00,534.25,537.5,2.0,call,69,14,0.22574
2026-09-04 07:50:00,534.25,537.5,2.0,put,135,26,0.23091
2026-09-04 07:50:00,534.25,538.0,2.0,call,25,5,0.22741
2026-09-04 07:50:00,534.25,538.0,2.0,put,25,2,0.24469
2026-09-04 07:50:00,534.25,538.5,2.0,call,40,7,0.23596
2026-09-04 07:50:00,534.25,538.5,2.0,put,66,4,0.24763
2026-09-04 07:50:00,534.25,539.0,2.0,call,41,6,0.2471
2026-09-04 07:50:00,534.25,539.0,2.0,put,82,8,0.25491
2026-09-04 07:55:00,534.31,529.0,2.0,call,55,6,0.2486
2026-09-04 07:55:00,534.31,529.0,2.0,put,73,15,0.26024
2026-09-04 07:55:00,534.31,529.5,2.0,call,25,4,0.24675
2026-09-04 07:55:00,534.31,529.5,2.0,put,25,4,0.25182
2026-09-04 07:55:00,534.31,530.0,2.0,call,25,1,0.23908
2026-09-04 07:55:00,534.31,530.0,2.0,put,96,8,0.24597
2026-09-04 07:55:00,534.31,530.5,2.0,call,66,9,0.22615
2026-09-04 07:55:00,534.31,530.5,2.0,put,133,13,0.2442
2026-09-04 07:55:00,534.31,531.0,2.0,call,95,8,0.224
2026-09-04 07:55:00,534.31,531.0,2.0,put,236,14,0.23416
2026-09-04 07:55:00,534.31,531.5,2.0,call,304,57,0.22075
2026-09-04 07:55:00,534.31,531.5,2.0,put,354,56,0.23094
2026-09-04 07:55:00,534.31,532.0,2.0,call,476,35,0.21336
2026-09-04 07:55:00,534.31,532.0,2.0,put,650,131,0.2234
2026-09-04 07:55:00,534.31,532.5,2.0,call,791,169,0.21272
2026-09-04 07:55:00,534.31,532.5,2.0,put,817,121,0.22332
2026-09-04 07:55:00,534.31,533.0,2.0,call,890,56,0.20107
2026-09-04 07:55:00,534.31,533.0,2.0,put,1070,148,0.20778
2026-09-04 07:55:00,534.31,533.5,2.0,call,1046,115,0.19244
2026-09-04 07:55:00,534.31,533.5,2.0,put,1307,103,0.20858
2026-09-04 07:55:00,534.31,534.0,2.0,call,1447,334,0.18605
2026-09-04 07:55:00,534.31,534.0,2.0,put,1661,185,0.20412
2026-09-04 07:55:00,534.31,534.5,2.0,call,1746,282,0.18622
2026-09-04 07:55:00,534.31,534.5,2.0,put,1733,151,0.19449
2026-09-04 07:55:00,534.31,535.0,2.0,call,1727,140,0.20088
2026-09-04 07:55:00,534.31,535.0,2.0,put,1866,141,0.20742
2026-09-04 07:55:00,534.31,535.5,2.0,call,1698,214,0.19818
2026-09-04 07:55:00,534.31,535.5,2.0,put,1639,250,0.21329
2026-09-04 07:55:00,534.31,536.0,2.0,call,1080,75,0.21041
2026-09-04 07:55:00,534.31,536.0,2.0,put,1155,79,0.2112
2026-09-04 07:55:00,534.31,536.5,2.0,call,707,157,0.21258
2026-09-04 07:55:00,534.31,536.5,2.0,put,711,61,0.21821
2026-09-04 07:55:00,534.31,537.0,2.0,call,352,22,0.21629
2026-09-04 07:55:00,534.31,537.0,2.0,put,284,42,0.22235
2026-09-04 07:55:00,534.31,537.5,2.0,call,218,16,0.22661
2026-09-04 07:55:00,534.31,537.5,2.0,put,271,52,0.22987
2026-09-04 07:55:00,534.31,538.0,2.0,call,25,2,0.22777
2026-09-04 07:55:00,534.31,538.0,2.0,put,50,10,0.24231
2026-09-04 07:55:00,534.31,538.5,2.0,call,25,4,0.23495
2026-09-04 07:55:00,534.31,538.5,2.0,put,25,1,0.24566
2026-09-04 07:55:00,534.31,539.0,2.0,call,25,2,0.24119
2026-09-04 07:55:00,534.31,539.0,2.0,put,132,15,0.25725
2026-09-04 08:00:00,534.27,529.0,2.0,call,49,2,0.25257
2026-09-04 08:00:00,534.27,529.0,2.0,put,25,2,0.25937
2026-09-04 08:00:00,534.27,529.5,2.0,call,25,3,0.24199
2026-09-04 08:00:00,534.27,529.5,2.0,put,25,2,0.26108
2026-09-04 08:00:00,534.27,530.0,2.0,call,25,1,0.23784
2026-09-04 08:00:00,534.27,530.0,2.0,put,69,15,0.24762
2026-09-04 08:00:00,534.27,530.5,2.0,call,107,15,0.23061
2026-09-04 08:00:00,534.27,530.5,2.0,put,174,31,0.24249
2026-09-04 08:00:00,534.27,531.0,2.0,call,93,6,0.21838
2026-09-04 08:00:00,534.27,531.0,2.0,put,95,21,0.23823
2026-09-04 08:00:00,534.27,531.5,2.0,call,334,55,0.21352
2026-09-04 08:00:00,534.27,531.5,2.0,put,395,54,0.22824
2026-09-04 08:00:00,534.27,532.0,2.0,call,543,97,0.20601
2026-09-04 08:00:00,534.27,532.0,2.0,put,552,112,0.22229
2026-09-04 08:00:00,534.27,532.5,2.0,call,742,162,0.211
2026-09-04 08:00:00,534.27,532.5,2.0,put,807,109,0.21597
2026-09-04 08:00:00,534.27,533.0,2.0,call,851,102,0.20155
2026-09-04 08:00:00,534.27,533.0,2.0,put,1001,121,0.21208
2026-09-04 08:00:00,534.27,533.5,2.0,call,1031,139,0.19391
2026-09-04 08:00:00,534.27,533.5,2.0,put,1373,105,0.20813
2026-09-04 08:00:00,534.27,534.0,2.0,call,1495,235,0.18951
2026-09-04 08:00:00,534.27,534.0,2.0,put,1748,163,0.19587
2026-09-04 08:00:00,534.27,534.5,2.0,call,1748,188,0.18838
2026-09-04 08:00:00,534.27,534.5,2.0,put,1665,185,0.20007
2026-09-04 08:00:00,534.27,535.0,2.0,call,1710,120,0.19292
2026-09-04 08:00:00,534.27,535.0,2.0,put,1788,190,0.20604
2026-09-04 08:00:00,534.27,535.5,2.0,call,1491,189,0.19759
2026-09-04 08:00:00,534.27,535.5,2.0,put,1533,178,0.21948
2026-09-04 08:00:00,534.27,536.0,2.0,call,1021,80,0.20324
2026-09-04 08:00:00,534.27,536.0,2.0,put,1146,268,0.21631
2026-09-04 08:00:00,534.27,536.5,2.0,call,641,56,0.20889
2026-09-04 08:00:00,534.27,536.5,2.0,put,609,100,0.21942
2026-09-04 08:00:00,534.27,537.0,2.0,call,284,16,0.2172
2026-09-04 08:00:00,534.27,537.0,2.0,put,189,34,0.23216
2026-09-04 08:00:00,534.27,537.5,2.0,call,165,8,0.2211
2026-09-04 08:00:00,534.27,537.5,2.0,put,170,10,0.23225
2026-09-04 08:00:00,534.27,538.0,2.0,call,25,1,0.23042
2026-09-04 08:00:00,534.27,538.0,2.0,put,123,16,0.24457
2026-09-04 08:00:00,534.27,538.5,2.0,call,25,1,0.24322
2026-09-04 08:00:00,534.27,538.5,2.0,put,65,14,0.24751
2026-09-04 08:00:00,534.27,539.0,2.0,call,25,2,0.24029
2026-09-04 08:00:00,534.27,539.0,2.0,put,25,1,0.25381
2026-09-04 08:05:00,534.22,529.0,2.0,call,25,1,0.24859
2026-09-04 08:05:00,534.22,529.0,2.0,put,65,7,0.26224
2026-09-04 08:05:00,534.22,529.5,2.0,call,148,29,0.2424
2026-09-04 08:05:00,534.22,529.5,2.0,put,25,4,0.25086
2026-09-04 08:05:00,534.22,530.0,2.0,call,25,4,0.23787
2026-09-04 08:05:00,534.22,530.0,2.0,put,25,4,0.24681
2026-09-04 08:05:00,534.22,530.5,2.0,call,51,11,0.22622
2026-09-04 08:05:00,534.22,530.5,2.0,put,48,8,0.23874
2026-09-04 08:05:00,534.22,531.0,2.0,call,113,15,0.22043
2026-09-04 08:05:00,534.22,531.0,2.0,put,164,34,0.23904
2026-09-04 08:05:00,534.22,531.5,2.0,call,455,97,0.21698
2026-09-04 08:05:00,534.22,531.5,2.0,put,397,57,0.22995
2026-09-04 08:05:00,534.22,532.0,2.0,call,618,54,0.21481
2026-09-04 08:05:00,534.22,532.0,2.0,put,583,125,0.2242
2026-09-04 08:05:00,534.22,532.5,2.0,call,679,70,0.20785
2026-09-04 08:05:00,534.22,532.5,2.0,put,837,57,0.21607
2026-09-04 08:05:00,534.22,533.0,2.0,call,784,125,0.20174
2026-09-04 08:05:00,534.22,533.0,2.0,put,1085,158,0.21475
2026-09-04 08:05:00,534.22,533.5,2.0,call,1160,267,0.19307
2026-09-04 08:05:00,534.22,533.5,2.0,put,1467,247,0.20922
2026-09-04 08:05:00,534.22,534.0,2.0,call,1469,132,0.19142
2026-09-04 08:05:00,534.22,534.0,2.0,put,1733,316,0.19856
2026-09-04 08:05:00,534.22,534.5,2.0,call,1836,431,0.18708
2026-09-04 08:05:00,534.22,534.5,2.0,put,1799,236,0.19843
2026-09-04 08:05:00,534.22,535.0,2.0,call,1814,177,0.19275
2026-09-04 08:05:00,534.22,535.0,2.0,put,1755,214,0.20645
2026-09-04 08:05:00,534.22,535.5,2.0,call,1477,258,0.2037
2026-09-04 08:05:00,534.22,535.5,2.0,put,1532,356,0.21597
2026-09-04 08:05:00,534.22,536.0,2.0,call,1109,236,0.20388
2026-09-04 08:05:00,534.22,536.0,2.0,put,1124,117,0.22393
2026-09-04 08:05:00,534.22,536.5,2.0,call,742,122,0.20945
2026-09-04 08:05:00,534.22,536.5,2.0,put,669,136,0.22657
2026-09-04 08:05:00,534.22,537.0,2.0,call,296,34,0.22032
2026-09-04 08:05:00,534.22,537.0,2.0,put,295,49,0.22358
2026-09-04 08:05:00,534.22,537.5,2.0,call,164,38,0.22724
2026-09-04 08:05:00,534.22,537.5,2.0,put,104,21,0.23748
2026-09-04 08:05:00,534.22,538.0,2.0,call,25,2,0.22566
2026-09-04 08:05:00,534.22,538.0,2.0,put,37,6,0.24189
2026-09-04 08:05:00,534.22,538.5,2.0,call,82,12,0.2395
2026-09-04 08:05:00,534.22,538.5,2.0,put,25,1,0.25008
2026-09-04 08:05:00,534.22,539.0,2.0,call,76,5,0.24163
2026-09-04 08:05:00,534.22,539.0,2.0,put,25,1,0.25166
2026-09-04 08:10:00,534.18,529.0,2.0,call,72,9,0.24855
2026-09-04 08:10:00,534.18,529.0,2.0,put,25,4,0.26033
2026-09-04 08:10:00,534.18,529.5,2.0,call,25,3,0.24227
2026-09-04 08:10:00,534.18,529.5,2.0,put,145,27,0.25117
2026-09-04 08:10:00,534.18,530.0,2.0,call,25,3,0.23534
2026-09-04 08:10:00,534.18,530.0,2.0,put,25,4,0.24173
2026-09-04 08:10:00,534.18,530.5,2.0,call,27,6,0.23028
2026-09-04 08:10:00,534.18,530.5,2.0,put,25,5,0.2405
2026-09-04 08:10:00,534.18,531.0,2.0,call,149,13,0.21791
2026-09-04 08:10:00,534.18,531.0,2.0,put,64,10,0.23226
2026-09-04 08:10:00,534.18,531.5,2.0,call,406,82,0.21911
2026-09-04 08:10:00,534.18,531.5,2.0,put,229,17,0.2282
2026-09-04 08:10:00,534.18,532.0,2.0,call,511,67,0.21643
2026-09-04 08:10:00,534.18,532.0,2.0,put,608,89,0.22024
2026-09-04 08:10:00,534.18,532.5,2.0,call,777,152,0.20766
2026-09-04 08:10:00,534.18,532.5,2.0,put,843,201,0.21121
2026-09-04 08:10:00,534.18,533.0,2.0,call,930,119,0.19811
2026-09-04 08:10:00,534.18,533.0,2.0,put,1030,176,0.20702
2026-09-04 08:10:00,534.18,533.5,2.0,call,1224,264,0.1966
2026-09-04 08:10:00,534.18,533.5,2.0,put,1309,136,0.20395
2026-09-04 08:10:00,534.18,534.0,2.0,call,1606,292,0.18509
2026-09-04 08:10:00,534.18,534.0,2.0,put,1837,422,0.19804
2026-09-04 08:10:00,534.18,534.5,2.0,call,1703,280,0.18674
2026-09-04 08:10:00,534.18,534.5,2.0,put,1625,96,0.19895
2026-09-04 08:10:00,534.18,535.0,2.0,call,1817,217,0.19836
2026-09-04 08:10:00,534.18,535.0,2.0,put,1702,351,0.21031
2026-09-04 08:10:00,534.18,535.5,2.0,call,1445,228,0.20051
2026-09-04 08:10:00,534.18,535.5,2.0,put,1385,322,0.20562
2026-09-04 08:10:00,534.18,536.0,2.0,call,967,168,0.20616
2026-09-04 08:10:00,534.18,536.0,2.0,put,1056,110,0.2182
2026-09-04 08:10:00,534.18,536.5,2.0,call,683,49,0.21284
2026-09-04 08:10:00,534.18,536.5,2.0,put,553,43,0.2255
2026-09-04 08:10:00,534.18,537.0,2.0,call,224,34,0.22122
2026-09-04 08:10:00,534.18,537.0,2.0,put,313,19,0.23696
2026-09-04 08:10:00,534.18,537.5,2.0,call,276,37,0.22575
2026-09-04 08:10:00,534.18,537.5,2.0,put,289,62,0.23328
2026-09-04 08:10:00,534.18,538.0,2.0,call,52,10,0.22922
2026-09-04 08:10:00,534.18,538.0,2.0,put,25,4,0.24507
2026-09-04 08:10:00,534.18,538.5,2.0,call,25,2,0.23323
2026-09-04 08:10:00,534.18,538.5,2.0,put,25,5,0.2483
2026-09-04 08:10:00,534.18,539.0,2.0,call,75,8,0.24435
2026-09-04 08:10:00,534.18,539.0,2.0,put,27,3,0.25446
2026-09-04 08:15:00,534.21,529.0,2.0,call,25,2,0.24427
2026-09-04 08:15:00,534.21,529.0,2.0,put,108,23,0.25727
2026-09-04 08:15:00,534.21,529.5,2.0,call,25,3,0.242
2026-09-04 08:15:00,534.21,529.5,2.0,put,25,4,0.25118
2026-09-04 08:15:00,534.21,530.0,2.0,call,25,3,0.22949
2026-09-04 08:15:00,534.21,530.0,2.0,put,25,4,0.24946
